Publisher,Country,contentTitle,contentGenre,contentCategory_relleno,cat_nombres,evidencia,veredicto,detalle,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,genero_vs_imdb,conflicto_intra_titulo,Total Requests,prop_iab22,prop_iab22_nombres,prop_iab10,nivel_actual,nivel_propuesto,prop_evidencia,prop_forma_origen
"Coocaa, a SKYWORTH company",Argentina,osnabruck x verl - bundesliga,soccer match,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,8056160,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,transplant s4 ep 1 crete,"drama, medical drama, hospital setting, immigration experience, human relationships","[IAB1-7, IAB19-29]",Television | Entertainment,externa,contradice,vertical:tecnologia,tt10936342,tvSeries,Drama,B,coincide,,8049760,[647],Television > Drama TV,[IAB1-7],2,3,externa,titulo
"Coocaa, a SKYWORTH company",Argentina,rodrigo góes - ciência sem fim (1/2),talk show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,vertical,8049440,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,the cooligans,soccer talk,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,8047040,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,nagoya grampus x avispa fukuoka (1/2),soccer match,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,8044160,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,sport x avai - série b (1/2),soccer match,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,8037760,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,pulisic,soccer profile,[IAB17-1],Auto Racing,externa,contradice,sub:Auto Racing!=Soccer,tt34768397,tvSeries,"Documentary,Sport",A,sin_genero_declarado,,8036320,[533],Sports > Soccer,[IAB17-44],2,2,externa,imdb
"Coocaa, a SKYWORTH company",Argentina,brighton x manchester city,soccer match,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,8031840,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,off the pitch,soccer talk,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,8021440,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,whitey outlaw outdoors,fishing,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Fishing Sports,,,,,no_comparable,,8011200,[511],Sports > Fishing Sports,[IAB17-13],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,jon b. outdoors,fishing,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Fishing Sports,,,,,no_comparable,,8010880,[511],Sports > Fishing Sports,[IAB17-13],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,the breakfast club,"reality,talk-show,comedy",[IAB1-7],Television,externa,contradice,forma:tv!=pelicula,tt0088847,movie,"Comedy,Drama",B,coincide,,8009920,"[330, 333, 334]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Family and Children Movies,[IAB1-5],2,3,externa,imdb
"Coocaa, a SKYWORTH company",Argentina,darmstadt 98 x elversberg - bundesliga,soccer match,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,8006880,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,al ittihad x neom - saudi pro league,soccer match,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,8001120,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,arena inter,soccer talk,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,7994240,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,weekly game recaps,"sports, nfl, american football, nfl highlights, weekly recap, wild card weekend, 2025 nfl season, game highlights, best plays, football highlights, nfl recap",[IAB17-29],Rugby,interna,contradice,sub:Rugby!=American Football,,,,,no_comparable,,7994240,[484],Sports > American Football,[IAB17-12],2,2,interna,
"Coocaa, a SKYWORTH company",Argentina,rogério vilela - portas abertas,comedy,[IAB1-1],Books & Literature,interna,contradice,vertical:libros,,,,,no_comparable,vertical,7993920,[646],Television > Comedy TV,[IAB1-7],1,3,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,scoreline: soccer highlights & analysis,soccer news,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,7985600,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,goiás x cuiabá - série b,soccer match,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,7983200,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,salsichão atômico com matheus canella,comedy,[IAB1-1],Books & Literature,interna,contradice,vertical:libros,,,,,no_comparable,,7982560,[646],Television > Comedy TV,[IAB1-7],1,3,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,nagoya grampus x avispa fukuoka (2/2),soccer match,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,7982240,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
