Publisher,Country,contentTitle,contentGenre,contentCategory,cat_nombres,evidencia,veredicto,detalle,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,genero_vs_imdb,conflicto_intra_titulo,Total Requests,prop_iab22,prop_iab22_nombres,prop_iab10,nivel_actual,nivel_propuesto,prop_evidencia,prop_forma_origen
"Coocaa, a SKYWORTH company",Argentina,al ittihad x neom - saudi pro league,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11779520,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,nagoya grampus x avispa fukuoka (1/2),Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11772000,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,safe room,Drama,[IAB1-7],Television,externa,contradice,forma:tv!=pelicula,tt0258000,movie,"Crime,Drama,Thriller",B,coincide,,11768800,"[331, 333]",Movies > Crime and Mystery Movies | Movies > Drama Movies,[IAB1-5],2,3,externa,imdb
"Coocaa, a SKYWORTH company",Argentina,karla felmanas - flow,Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,vertical,11758080,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,sport x avai - série b (1/2),Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11753440,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,mari nolasco - venus podcast,Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,vertical,11752960,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,dra. deolane - podpah (2/2),Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,,11752000,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,goiás x cuiabá - série b,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11747360,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,rodrigo góes - ciência sem fim (1/2),Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,,11742560,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,dra. deolane - podpah (1/2),Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,,11740640,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,rodrigo góes - ciência sem fim (2/2),Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,,11726240,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,darmstadt 98 x elversberg - bundesliga,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11722400,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,the breakfast club,Reality,[IAB1-7],Television,externa,contradice,forma:tv!=pelicula,tt0088847,movie,"Comedy,Drama",B,no_coincide,,11720960,"[330, 333, 334]",Movies > Comedy Movies | Movies > Drama Movies | Movies > Family and Children Movies,[IAB1-5],2,3,externa,imdb
"Coocaa, a SKYWORTH company",Argentina,st pauli x colonia - bundesliga,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11718080,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,urawa red diamond x tokyo verdy (1/2),Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11717600,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,al nasrr x al najma (1/2),Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11717600,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,heni ozi cukier - tramonta news,Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,,11715840,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,2025 socca world championships,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11714400,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,nippon professional baseball,Baseball,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Baseball,,,,,no_comparable,,11712000,[545],Sports > Baseball,[IAB17-2],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,the cooligans,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11710080,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
Vidaa,Mexico,cabo,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt21239248,tvSeries,Drama,B,coincide,,11709680,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
"Coocaa, a SKYWORTH company",Argentina,arena inter,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11704160,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,nagoya grampus x avispa fukuoka (2/2),Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11702880,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,osnabruck x verl - bundesliga,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11701760,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,andrés sánchez - portas abertas,Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,,11697440,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,aqueles caras - podpah (2/2),Comedy,[IAB1-1],Books & Literature,interna,contradice,vertical:libros,,,,,no_comparable,vertical,11696000,[646],Television > Comedy TV,[IAB1-7],1,3,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,aqueles caras - podpah (1/2),Comedy,[IAB1-1],Books & Literature,interna,contradice,vertical:libros,,,,,no_comparable,vertical,11693120,[646],Television > Comedy TV,[IAB1-7],1,3,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,mito hollyhocky x kashima antlers (1/2),Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11691200,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,scoreline: soccer highlights & analysis,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11688160,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,thsca game of the week,Football,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=American Football,,,,,no_comparable,,11683360,[484],Sports > American Football,[IAB17-12],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,off the pitch,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11679840,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,rogério vilela - portas abertas,Comedy,[IAB1-1],Books & Literature,interna,contradice,vertical:libros,,,,,no_comparable,vertical,11678560,[646],Television > Comedy TV,[IAB1-7],1,3,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,glam golf with blair o'neal,Golf,[IAB17-2],Baseball,externa,contradice,sub:Baseball!=Golf,tt37180222,tvSeries,Sport,A,sin_genero_declarado,,11664960,[512],Sports > Golf,[IAB17-15],2,2,externa,imdb
"Coocaa, a SKYWORTH company",Argentina,igor 3k - portas abertas,Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,,11662880,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,delegado palumbo - tramonta news,Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,vertical,11651840,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,quem é o pior jogador da loud? verdade. desafio ou bolada,Comedy,[IAB17-1],Auto Racing,interna,contradice,vertical:deportes,,,,,no_comparable,,11650560,[646],Television > Comedy TV,[IAB1-7],2,3,interna,contentSeries
Vidaa,Mexico,un refugio para el amor,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt2186523,tvSeries,"Drama,Romance",B,coincide,,11647600,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
"Coocaa, a SKYWORTH company",Argentina,rodeo corpus christi,Western,[IAB17],Sports,interna,contradice,vertical:deportes,,,,,no_comparable,,11637120,[640],Television,[IAB1-7],1,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,salsichão atômico com matheus canella,Comedy,[IAB1-1],Books & Literature,interna,contradice,vertical:libros,,,,,no_comparable,vertical,11625280,[646],Television > Comedy TV,[IAB1-7],1,3,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,rafael brandão e jorlan - flow,Talk Show,[IAB1-5],Movies,interna,contradice,forma:pelicula!=tv,,,,,no_comparable,vertical,11608640,[640],Television,[IAB1-7],2,2,interna,contentSeries
"Coocaa, a SKYWORTH company",Argentina,brighton x manchester city,Soccer,[IAB17-1],Auto Racing,interna,contradice,sub:Auto Racing!=Soccer,,,,,no_comparable,,11599520,[533],Sports > Soccer,[IAB17-44],2,2,interna,contentSeries
Vidaa,Mexico,alborada,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt0459675,tvSeries,"Drama,Romance",B,coincide,,11513040,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,en nombre del amor,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt3797868,movie,"Drama,Romance",B,coincide,,11199200,"[333, 326, 330]",Movies > Drama Movies | Movies > Romance Movies | Movies > Comedy Movies,[IAB1-5],1,3,externa,imdb
Vidaa,Mexico,mi marido tiene familia,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt6938094,tvSeries,"Comedy,Drama",A,coincide,,10876320,"[646, 647, 642]",Television > Comedy TV | Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Argentina,avenida brasil,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt2303077,tvSeries,"Crime,Drama,Thriller",B,coincide,,10368560,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,rubi,drama,[IAB12],News,externa,contradice,vertical:noticias,tt2418558,movie,"Adventure,Drama,Family",B,coincide,,10282480,"[325, 333, 334, 331, 335, 326, 327, 336]",Movies > Action and Adventure Movies | Movies > Drama Movies | Movies > Family and Children Movies | Movies > Crime and Mystery Movies | Movies > Fantasy Movies | Movies > Romance Movies | Movies > Science Fiction Movies | Movies > Horror Movies,[IAB1-5],1,3,externa,imdb
Vidaa,Mexico,carita de angel,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt0023775,movie,"Drama,Romance",B,coincide,,10146160,"[333, 326]",Movies > Drama Movies | Movies > Romance Movies,[IAB1-5],1,3,externa,imdb
Vidaa,Mexico,que bonito amor,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt2394172,tvSeries,"Drama,Music,Romance",B,coincide,,9655920,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,caer en tentacion,Drama,[IAB12],News,externa,contradice,vertical:noticias,tt7368796,tvSeries,Drama,A,coincide,,9357040,"[647, 642]",Television > Drama TV | Television > Soap Opera TV,[IAB1-7],1,3,externa,imdb
Vidaa,Mexico,simplemente maria 1989,Drama,[IAB12],News,interna,contradice,vertical:noticias,,,,,no_comparable,,9342560,"[333, 647]",Movies > Drama Movies | Television > Drama TV,[IAB1],1,2,interna,
